Category,Context,Question,Expected_Answer,Model,Model_Answer,Cosine_Similarity,Exact_Match,F1_Score,,Average of Cosine Similarity of DistilBERT,Average of Cosine Similarity of BERT,Average of Cosine Similarity of RoBERTa,Average of Cosine Similarity of Sentence-BERT,Average of Cosine Similarity of LDA,,Average of Exact Match of DistilBERT,Average of Exact Match of BERT,Average of Exact Match of RoBERTa,Average of Exact Match of Sentence-BERT,Average of Exact Match of LDA,,Average of F1 Score of  DistilBERT,Average of F1 Score of  BERT,Average of F1 Score of  RoBERTa,Average of F1 Score of  Sentence-BERT,Average of F1 Score of  LDA
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What famous phrase did he coin about Soviet expansion?,'Iron Curtain',Sentence-BERT,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve",0.1610998,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What famous phrase did he coin about Soviet expansion?,'Iron Curtain',LDA,"Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War",0.3560782,0,0.2,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",Why did he win the Nobel Prize?,For his historical writings,DistilBERT,his historical writings,0.87114877,0,0.857142857,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",Why did he win the Nobel Prize?,For his historical writings,BERT,his historical writings,0.87114877,0,0.857142857,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",Why did he win the Nobel Prize?,For his historical writings,RoBERTa,his historical writings,0.87114877,0,0.857142857,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",Why did he win the Nobel Prize?,For his historical writings,Sentence-BERT,"Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings",0.37123767,0,0.363636364,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",Why did he win the Nobel Prize?,For his historical writings,LDA,"Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War",0.027414426,0,0,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",What infamous quote is (likely falsely) attributed to her?,'Let them eat cake',DistilBERT,'Let them eat cake',1,1,1,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",What infamous quote is (likely falsely) attributed to her?,'Let them eat cake',BERT,Let them eat cake,0.9170687,0,0.5,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",What infamous quote is (likely falsely) attributed to her?,'Let them eat cake',RoBERTa,Let them eat cake,0.9170687,0,0.5,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",What infamous quote is (likely falsely) attributed to her?,'Let them eat cake',Sentence-BERT,", the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage",0.5746586,0,0.4,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",What infamous quote is (likely falsely) attributed to her?,'Let them eat cake',LDA,"Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance",0.012080206,0,0,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",How did she die?,Executed by guillotine during the Revolution,DistilBERT,guillotined in 1793,0.864077,0,0,,,,,,,,,,,,,,,,,,
persons,"Marie Antoinette, the last Queen of France before the Revolution, became a symbol of royal excess. Born in Austria in 1755, she married Louis XVI at 14 to cement an alliance. Her lavish spending at Versailles (e.g., the Hameau de la Reine) and rumored 'Let them eat cake' remark fueled public outrage. Though she showed courage during the Revolution's upheaval, she was guillotined in 1793. Modern historians note her patronage of music and initial attempts at reform. Her life inspired films and novels, reflecting enduring fascination with her tragic arc from queen to scapegoat.",How did she die?,Executed by guillotine during the Revolution,BERT,guillotined,0.77222836,0,0,,,,,,,,,,,,,,,,,,
